argumentTypeId	argumentTypeName	sourceTaxonName	sourceTaxonId	sourceTaxonIds	interactionTypeName	interactionTypeId	targetTaxonName	targetTaxonId	targetTaxonIds	sourceBodyPartName	sourceBodyPartId	referenceDoi	referenceCitation
	support	Ornithocercus magnificus	NCBI:txid566470	NCBI:txid566470|WD:Q68420199|PPSDB:Q587	host of		cyanobiont of Ornithocercus magnificus	NCBI:txid2496102	NCBI:txid2496102|PPSDB:Q586	extracellular symbiont chamber of dinoflagellates		10.1073/PNAS.1902538116	Nakayama, T., Nomura, M., Takano, Y., Tanifuji, G., Shiba, K., Inaba, K., Inagaki, Y. and Kawata, M. (2019). Single-cell genomics unveiled a cryptic cyanobacterial lineage with a worldwide distribution hidden by a dinoflagellate host. Proceedings of the National Academy of Sciences 116, 15973–15978.
	support	Oxymonas sp. NcOxA	NCBI:txid450818	NCBI:txid450818|PPSDB:Q374	host of		Bacteroidales sp. NcOxAB12		PPSDB:Q375	cell surface	GO:0009986	10.1111/J.1462-2920.2009.02080.X	Desai, M. S., Strassert, J. F. H., Meuser, K., Hertel, H., Ikeda‐Ohtsubo, W., Radek, R. and Brune, A. (2010). Strict cospeciation of devescovinid flagellates and Bacteroidales ectosymbionts in the gut of dry‐wood termites (Kalotermitidae). Environmental Microbiology 12, 2120–2132.
	support	Oxymonas sp. NcOxA	NCBI:txid450818	NCBI:txid450818|PPSDB:Q374	host of		Bacteroidales sp. NcOxAB26		PPSDB:Q376	cell surface	GO:0009986	10.1111/J.1462-2920.2009.02080.X	Desai, M. S., Strassert, J. F. H., Meuser, K., Hertel, H., Ikeda‐Ohtsubo, W., Radek, R. and Brune, A. (2010). Strict cospeciation of devescovinid flagellates and Bacteroidales ectosymbionts in the gut of dry‐wood termites (Kalotermitidae). Environmental Microbiology 12, 2120–2132.
	support	Oxymonas sp. NcOxA	NCBI:txid450818	NCBI:txid450818|PPSDB:Q374	host of		Endomicrobia sp. NcOx-1		PPSDB:Q377	cytoplasm	GO:0005737	10.1111/J.1462-2920.2009.02080.X	Desai, M. S., Strassert, J. F. H., Meuser, K., Hertel, H., Ikeda‐Ohtsubo, W., Radek, R. and Brune, A. (2010). Strict cospeciation of devescovinid flagellates and Bacteroidales ectosymbionts in the gut of dry‐wood termites (Kalotermitidae). Environmental Microbiology 12, 2120–2132.
	support	Oxymonas sp. ex Cryptotermes secundus		PPSDB:Q379	host of		Bacteroidales sp. CsOxB27		PPSDB:Q378	extracellular region	GO:0005576	10.1111/J.1462-2920.2009.02080.X	Desai, M. S., Strassert, J. F. H., Meuser, K., Hertel, H., Ikeda‐Ohtsubo, W., Radek, R. and Brune, A. (2010). Strict cospeciation of devescovinid flagellates and Bacteroidales ectosymbionts in the gut of dry‐wood termites (Kalotermitidae). Environmental Microbiology 12, 2120–2132.
	support	Oxymonas sp. ex Cryptotermes secundus		PPSDB:Q379	host of		Bacteroidales sp. CsOxB40		PPSDB:Q380	extracellular region	GO:0005576	10.1111/J.1462-2920.2009.02080.X	Desai, M. S., Strassert, J. F. H., Meuser, K., Hertel, H., Ikeda‐Ohtsubo, W., Radek, R. and Brune, A. (2010). Strict cospeciation of devescovinid flagellates and Bacteroidales ectosymbionts in the gut of dry‐wood termites (Kalotermitidae). Environmental Microbiology 12, 2120–2132.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Bacteroidales Nk-OxyU1-3 associated with Oxymonas sp.		PPSDB:Q1551	cell surface	GO:0009986	10.1264/JSME2.21.16	Noda, S., Kawai, M., Nakajima, H., Kudo, T. and Ohkuma, M. (2006). Identification and in situ Detection of Two Lineages of Bacteroidales Ectosymbionts Associated with a Termite Gut Protist, Oxymonas sp. Microbes and Environments 21, 16–22.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Bacteroidales Nk-OxyU1-9 associated with Oxymonas sp.		PPSDB:Q1552	cell surface	GO:0009986	10.1264/JSME2.21.16	Noda, S., Kawai, M., Nakajima, H., Kudo, T. and Ohkuma, M. (2006). Identification and in situ Detection of Two Lineages of Bacteroidales Ectosymbionts Associated with a Termite Gut Protist, Oxymonas sp. Microbes and Environments 21, 16–22.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Spirochaete ectosymbiont of Oxymonas sp. ex Neotermes koshunensis		PPSDB:Q2155	cell surface	GO:0009986	10.1038/S41396-018-0297-4	Utami, Y. D., Kuwahara, H., Igai, K., Murakami, T., Sugaya, K., Morikawa, T., Nagura, Y., Yuki, M., Deevong, P., Inoue, T., et al. (2018). Genome analyses of uncultured TG2/ZB3 bacteria in ‘Margulisbacteria’ specifically attached to ectosymbiotic spirochetes of protists in the termite gut. The ISME Journal 13, 455–467.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy1		PPSDB:Q2143	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy25		PPSDB:Q2145	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy26		PPSDB:Q2142	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy3		PPSDB:Q2144	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy70		PPSDB:Q2146	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Oxymonas sp. from Neotermes koshunensis		PPSDB:Q1553	host of		Treponema sp. phylotype NkS-Oxy8		PPSDB:Q2141	cell surface	GO:0009986	10.1128/AEM.69.1.625-633.2003	Noda, S., Ohkuma, M., Yamada, A., Hongoh, Y. and Kudo, T. (2003). Phylogenetic Position and In Situ Identification of Ectosymbiotic Spirochetes on Protists in the Termite Gut. Applied and Environmental Microbiology 69, 625–633.
	support	Palmarella salina	NCBI:txid2213239	NCBI:txid2213239|WD:Q111843229|PPSDB:Q662	host of		unclassified Archaea		PPSDB:Q200	cytoplasm	GO:0005737	10.1016/J.PROTIS.2018.04.003	Rotterová, J., Bourland, W. and Čepička, I. (2018). Tropidoatractidae fam. nov., a Deep Branching Lineage of Metopida (Armophorea, Ciliophora) Found in Diverse Habitats and Possessing Prokaryotic Symbionts. Protist 169, 362–405.
	support	Palmarella salina	NCBI:txid2213239	NCBI:txid2213239|WD:Q111843229|PPSDB:Q662	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1016/J.PROTIS.2018.04.003	Rotterová, J., Bourland, W. and Čepička, I. (2018). Tropidoatractidae fam. nov., a Deep Branching Lineage of Metopida (Armophorea, Ciliophora) Found in Diverse Habitats and Possessing Prokaryotic Symbionts. Protist 169, 362–405.
	support	Parablepharisma cf. collare from the Santa Barbara Basin		PPSDB:Q2253	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1038/47476	Bernhard, J. M., Buck, K. R., Farmer, M. A. and Bowser, S. S. (2000). The Santa Barbara Basin is a symbiosis oasis. Nature 403, 77–80.
	support	Parablepharisma pellitum		WD:Q62000399|PPSDB:Q67	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1111/J.1550-7408.1977.TB05294.X	FENCHEL, T., PERRY, T. and THANE, A. (1977). Anaerobiosis and Symbiosis with Bacteria in Free‐living Ciliates. The Journal of Protozoology 24, 154–163.
	support	Parablepharisma sp. from Danish estuarine Sediment		PPSDB:Q71	host of		unclassified Deltaproteobacteria		PPSDB:Q70	cell surface	GO:0009986	10.1111/J.1550-7408.1977.TB05294.X	FENCHEL, T., PERRY, T. and THANE, A. (1977). Anaerobiosis and Symbiosis with Bacteria in Free‐living Ciliates. The Journal of Protozoology 24, 154–163.
	support	Parablepharisma sp. from Danish estuarine Sediment		PPSDB:Q71	host of		unclassified Deltaproteobacteria		PPSDB:Q70	cell surface	GO:0009986	10.1007/BF00276298	Fenchel, T. and Ramsing, N. B. (1992). Identification of sulphate-reducing ectosymbiotic bacteria from anaerobic ciliates using 16S rRNA binding oligonucleotide probes. Archives of Microbiology 158,.
	support	Parablepharisma sp. from Danish estuarine Sediment		PPSDB:Q71	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1111/J.1550-7408.1977.TB05294.X	FENCHEL, T., PERRY, T. and THANE, A. (1977). Anaerobiosis and Symbiosis with Bacteria in Free‐living Ciliates. The Journal of Protozoology 24, 154–163.
	support	Parablepharisma sp. from Santa Barbara Basin		PPSDB:Q65	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1038/47476	Bernhard, J. M., Buck, K. R., Farmer, M. A. and Bowser, S. S. (2000). The Santa Barbara Basin is a symbiosis oasis. Nature 403, 77–80.
	support	Parablepharisma sp. from Santa Barbara Basin		PPSDB:Q65	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1038/47476	Bernhard, J. M., Buck, K. R., Farmer, M. A. and Bowser, S. S. (2000). The Santa Barbara Basin is a symbiosis oasis. Nature 403, 77–80.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	acquires the killer trait from		Caedimonas varicaedens	NCBI:txid1629334	NCBI:txid1629334|WD:Q126811765|PPSDB:Q1512	cytoplasm	GO:0005737	10.1016/J.SYAPM.2018.01.005	Schrallhammer, M., Castelli, M. and Petroni, G. (2018). Phylogenetic relationships among endosymbiotic R-body producer: Bacteria providing their host the killer trait. Systematic and Applied Microbiology 41, 213–220.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	acquires the killer trait from		Caedimonas varicaedens	NCBI:txid1629334	NCBI:txid1629334|WD:Q126811765|PPSDB:Q1512	cytoplasm	GO:0005737	10.1007/978-3-540-92677-1_9	Schrallhammer, M. and Schweikert, M. (2009). The Killer Effect of Paramecium and Its Causative Agents. Microbiology Monographs 227–246.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Candidatus Bealeia paramacronuclearis	NCBI:txid1921001	NCBI:txid1921001|WD:Q126489912|PPSDB:Q486	macronucleus	GO:0031039	10.1128/AEM.02284-16	Szokoli, F., et al. (2016). Disentangling the Taxonomy of Rickettsiales and Description of Two Novel Symbionts (“Candidatus Bealeia paramacronuclearis” and “Candidatus Fokinia cryptica”) Sharing the Cytoplasm of the Ciliate Protist Paramecium biaurelia. Appl Environ Microbiol 82, 7236–7247.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Candidatus Fokinia cryptica	NCBI:txid1920990	NCBI:txid1920990|WD:Q126489934|PPSDB:Q485	symbiont-containing vacuole	GO:0020003	10.1128/AEM.02284-16	Szokoli, F., et al. (2016). Disentangling the Taxonomy of Rickettsiales and Description of Two Novel Symbionts (“Candidatus Bealeia paramacronuclearis” and “Candidatus Fokinia cryptica”) Sharing the Cytoplasm of the Ciliate Protist Paramecium biaurelia. Appl Environ Microbiol 82, 7236–7247.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Candidatus Fokinia cryptica	NCBI:txid1920990	NCBI:txid1920990|WD:Q126489934|PPSDB:Q485			10.1038/S41467-024-45351-7	Castelli, M., Nardi, T., Gammuto, L., Bellinzona, G., Sabaneyeva, E., Potekhin, A., Serra, V., Petroni, G. and Sassera, D. (2024). Host association and intracellularity evolved multiple times independently in the Rickettsiales. Nature Communications 15,.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Candidatus Intestinibacterium parameciiphilum	NCBI:txid3034323	NCBI:txid3034323|PPSDB:Q2189	cytoplasm	GO:0005737	10.1007/S10123-023-00414-5	Lanzoni, O., Szokoli, F., Schrallhammer, M., Sabaneyeva, E., Krenek, S., Doak, T. G., Verni, F., Berendonk, T. U., Castelli, M. and Petroni, G. (2023). “Candidatus Intestinibacterium parameciiphilum”—member of the “Candidatus Paracaedibacteraceae” family (Alphaproteobacteria, Holosporales) inhabiting the ciliated protist Paramecium. International Microbiology 27, 659–671.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Lyticum sinuosum	NCBI:txid1332059	NCBI:txid1332059|WD:Q62889415|PPSDB:Q2110	symbiont-containing vacuole	GO:0020003	10.1038/SREP03305	Boscaro, V., Schrallhammer, M., Benken, K. A., Krenek, S., Szokoli, F., Berendonk, T. U., Schweikert, M., Verni, F., Sabaneyeva, E. V. and Petroni, G. (2013). Rediscovering the genus Lyticum, multiflagellated symbionts of the order Rickettsiales. Scientific Reports 3,.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Lyticum sinuosum	NCBI:txid1332059	NCBI:txid1332059|WD:Q62889415|PPSDB:Q2110			10.1038/S41467-024-45351-7	Castelli, M., Nardi, T., Gammuto, L., Bellinzona, G., Sabaneyeva, E., Potekhin, A., Serra, V., Petroni, G. and Sassera, D. (2024). Host association and intracellularity evolved multiple times independently in the Rickettsiales. Nature Communications 15,.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Preeria caryophila	NCBI:txid1904031	NCBI:txid1904031|WD:Q62889177|PPSDB:Q1549	macronucleus	GO:0031039	10.1016/S0932-4739(96)80072-1	Fokin, S. I., Brigge, T., Brenner, J. and Görtz, H.-D. (1996). Holospora species infecting the nuclei of Paramecium appear to belong into two groups of bacteria. European Journal of Protistology 32, 19–24.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Pseudocaedibacter falsus		WD:Q62889439|PPSDB:Q2105	cytoplasm	GO:0005737	10.1007/978-3-540-92677-1_6	Görtz, H.-D. and Fokin, S. I. (2009). Diversity of Endosymbiotic Bacteria inParamecium. Microbiology Monographs 131–160.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Pseudocaedibacter falsus		WD:Q62889439|PPSDB:Q2105	cytoplasm	GO:0005737	10.1099/00221287-108-2-181	QUACKENBUSH, R. L. (1978). Genetic Relationships among Bacterial Endosymbionts of Paramecium aurelia: Deoxyribonucleotide Sequence Relationships among Members of Caedobacter. Journal of General Microbiology 108, 181–187.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Tectibacter vulgaris		WD:Q62889475|PPSDB:Q2111	cytoplasm	GO:0005737	10.1128/BR.38.2.113-163.1974	Preer, J. R., Preer, L. B. and Jurand, A. (1974). Kappa and other endosymbionts in Paramecium aurelia. Bacteriological Reviews 38, 113–163.
	support	Paramecium biaurelia	NCBI:txid65126	NCBI:txid65126|WD:Q100348282|PPSDB:Q484	host of		Tectibacter vulgaris		WD:Q62889475|PPSDB:Q2111	cytoplasm	GO:0005737	10.1007/978-3-540-92677-1_6	Görtz, H.-D. and Fokin, S. I. (2009). Diversity of Endosymbiotic Bacteria inParamecium. Microbiology Monographs 131–160.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Candidatus Megaira venefica	NCBI:txid2055910	NCBI:txid2055910|WD:Q126489956|PPSDB:Q1508	cytoplasm	GO:0005737	10.1038/S41598-018-37629-W	Lanzoni, O., Sabaneyeva, E., Modeo, L., Castelli, M., Lebedeva, N., Verni, F., Schrallhammer, M., Potekhin, A. and Petroni, G. (2019). Diversity and environmental distribution of the cosmopolitan endosymbiont “Candidatus Megaira.” Scientific Reports 9,.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Candidatus Sonnebornia yantaiensis	NCBI:txid1732522	NCBI:txid1732522|WD:Q126489980|PPSDB:Q481	cytoplasm	GO:0005737	10.1016/J.SYAPM.2013.08.007	Gong, J., Qing, Y., Guo, X. and Warren, A. (2014). “Candidatus Sonnebornia yantaiensis”, a member of candidate division OD1, as intracellular bacteria of the ciliated protist Paramecium bursaria (Ciliophora, Oligohymenophorea). Systematic and Applied Microbiology 37, 35–41.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Chlorella variabilis	NCBI:txid554065	NCBI:txid554065|WD:Q69677982|PPSDB:Q482	symbiont-containing vacuole	GO:0020003	10.1111/J.1440-1835.2010.00579.X	Hoshina, R., Iwataki, M. and Imamura, N. (2010). Chlorella variabilis and Micractinium reisseri sp. nov. (Chlorellaceae, Trebouxiophyceae): Redescription of the endosymbiotic green algae of Paramecium bursaria (Peniculia, Oligohymenophorea) in the 120th year. Phycological Research 58, 188–201.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Holospora acuminata	NCBI:txid1276921	NCBI:txid1276921|WD:Q126741160|PPSDB:Q1547	micronucleus	GO:0031040	10.1016/S0932-4739(96)80072-1	Fokin, S. I., Brigge, T., Brenner, J. and Görtz, H.-D. (1996). Holospora species infecting the nuclei of Paramecium appear to belong into two groups of bacteria. European Journal of Protistology 32, 19–24.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Holospora curviuscula	NCBI:txid1082868	NCBI:txid1082868|WD:Q126741156|PPSDB:Q1548	macronucleus	GO:0031039	10.1016/S0932-4739(96)80072-1	Fokin, S. I., Brigge, T., Brenner, J. and Görtz, H.-D. (1996). Holospora species infecting the nuclei of Paramecium appear to belong into two groups of bacteria. European Journal of Protistology 32, 19–24.
	support	Paramecium bursaria	NCBI:txid74790	NCBI:txid74790|WD:Q288725|PPSDB:Q480	host of		Micractinium reisseri	NCBI:txid532145	NCBI:txid532145|WD:Q109829879|PPSDB:Q483	symbiont-containing vacuole	GO:0020003	10.1111/J.1440-1835.2010.00579.X	Hoshina, R., Iwataki, M. and Imamura, N. (2010). Chlorella variabilis and Micractinium reisseri sp. nov. (Chlorellaceae, Trebouxiophyceae): Redescription of the endosymbiotic green algae of Paramecium bursaria (Peniculia, Oligohymenophorea) in the 120th year. Phycological Research 58, 188–201.
	support	Paramecium calkinsi	NCBI:txid83916	NCBI:txid83916|WD:Q62001203|PPSDB:Q580	host of		Candidatus Trichorickettsia mobilis subsp. hyperinfectiva	NCBI:txid2067670	NCBI:txid2067670|WD:Q126489989|PPSDB:Q578	cytosol	GO:0005829	10.1016/J.EJOP.2017.12.002	Sabaneyeva, E., Castelli, M., Szokoli, F., Benken, K., Lebedeva, N., Salvetti, A., Schweikert, M., Fokin, S. and Petroni, G. (2018). Host and symbiont intraspecific variability: The case of Paramecium calkinsi and “ Candidatus Trichorickettsia mobilis.” European Journal of Protistology 62, 79–94.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	acquires the killer trait from		Caedimonas varicaedens	NCBI:txid1629334	NCBI:txid1629334|WD:Q126811765|PPSDB:Q1512	macronucleus	GO:0031039	10.1016/J.SYAPM.2018.01.005	Schrallhammer, M., Castelli, M. and Petroni, G. (2018). Phylogenetic relationships among endosymbiotic R-body producer: Bacteria providing their host the killer trait. Systematic and Applied Microbiology 41, 213–220.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	acquires the killer trait from		Caedimonas varicaedens	NCBI:txid1629334	NCBI:txid1629334|WD:Q126811765|PPSDB:Q1512	macronucleus	GO:0031039	10.1007/978-3-540-92677-1_9	Schrallhammer, M. and Schweikert, M. (2009). The Killer Effect of Paramecium and Its Causative Agents. Microbiology Monographs 227–246.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	macronucleus	GO:0031039	10.1371/JOURNAL.PONE.0072581	Schrallhammer, M., Ferrantini, F., Vannini, C., Galati, S., Schweikert, M., Görtz, H.-D., Verni, F. and Petroni, G. (2013). ‘Candidatus Megaira polyxenophila’ gen. nov., sp. nov.: Considerations on Evolutionary History, Host Range and Shift of Early Divergent Rickettsiae. PLoS ONE 8, e72581.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	cytoplasm	GO:0005737	10.1371/JOURNAL.PONE.0072581	Schrallhammer, M., Ferrantini, F., Vannini, C., Galati, S., Schweikert, M., Görtz, H.-D., Verni, F. and Petroni, G. (2013). ‘Candidatus Megaira polyxenophila’ gen. nov., sp. nov.: Considerations on Evolutionary History, Host Range and Shift of Early Divergent Rickettsiae. PLoS ONE 8, e72581.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	macronucleus	GO:0031039	10.1038/S41598-018-37629-W	Lanzoni, O., Sabaneyeva, E., Modeo, L., Castelli, M., Lebedeva, N., Verni, F., Schrallhammer, M., Potekhin, A. and Petroni, G. (2019). Diversity and environmental distribution of the cosmopolitan endosymbiont “Candidatus Megaira.” Scientific Reports 9,.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	cytoplasm	GO:0005737	10.1038/S41598-018-37629-W	Lanzoni, O., Sabaneyeva, E., Modeo, L., Castelli, M., Lebedeva, N., Verni, F., Schrallhammer, M., Potekhin, A. and Petroni, G. (2019). Diversity and environmental distribution of the cosmopolitan endosymbiont “Candidatus Megaira.” Scientific Reports 9,.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Spectririckettsia obscura	NCBI:txid2163193	NCBI:txid2163193|WD:Q126489981|PPSDB:Q552	cytoplasm	GO:0005737	10.1007/S00248-018-1243-8	Castelli, M., Serra, V., Senra, M. V. X., Basuri, C. K., Soares, C. A. G., Fokin, S. I., Modeo, L. and Petroni, G. (2018). The Hidden World of Rickettsiales Symbionts: “Candidatus Spectririckettsia obscura,” a Novel Bacterium Found in Brazilian and Indian Paramecium caudatum. Microbial Ecology 77, 748–758.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Candidatus Spectririckettsia obscura	NCBI:txid2163193	NCBI:txid2163193|WD:Q126490872|PPSDB:Q552	cytoplasm	GO:0005737	10.1007/S00248-018-1243-8	Castelli, M., Serra, V., Senra, M. V. X., Basuri, C. K., Soares, C. A. G., Fokin, S. I., Modeo, L. and Petroni, G. (2018). The Hidden World of Rickettsiales Symbionts: “Candidatus Spectririckettsia obscura,” a Novel Bacterium Found in Brazilian and Indian Paramecium caudatum. Microbial Ecology 77, 748–758.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora elegans	NCBI:txid431043	NCBI:txid431043|WD:Q62889192|PPSDB:Q1545	micronucleus	GO:0031040	10.1111/1574-6968.12577	Dohra, H., Tanaka, K., Suzuki, T., Fujishima, M. and Suzuki, H. (2014). Draft genome sequences of threeHolosporaspecies (Holospora obtusa,Holospora undulata, andHolospora elegans), endonuclear symbiotic bacteria of the ciliateParamecium caudatum. FEMS Microbiology Letters 359, 16–18.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora elegans	NCBI:txid431043	NCBI:txid431043|WD:Q62889192|PPSDB:Q1545	micronucleus	GO:0031040	10.1016/S0932-4739(96)80072-1	Fokin, S. I., Brigge, T., Brenner, J. and Görtz, H.-D. (1996). Holospora species infecting the nuclei of Paramecium appear to belong into two groups of bacteria. European Journal of Protistology 32, 19–24.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora obtusa	NCBI:txid49893	NCBI:txid49893|WD:Q62889204|PPSDB:Q594	macronucleus	GO:0031039	10.3389/FMICB.2016.01704	Serra, V., Fokin, S. I., Castelli, M., Basuri, C. K., Nitla, V., Verni, F., Sandeep, B. V., Kalavati, C. and Petroni, G. (2016). “Candidatus Gortzia shahrazadis”, a Novel Endosymbiont of Paramecium multimicronucleatum and a Revision of the Biogeographical Distribution of Holospora-Like Bacteria. Frontiers in Microbiology 7,.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora obtusa	NCBI:txid49893	NCBI:txid49893|WD:Q62889204|PPSDB:Q594	macronucleus	GO:0031039	10.1111/1574-6968.12577	Dohra, H., Tanaka, K., Suzuki, T., Fujishima, M. and Suzuki, H. (2014). Draft genome sequences of threeHolosporaspecies (Holospora obtusa,Holospora undulata, andHolospora elegans), endonuclear symbiotic bacteria of the ciliateParamecium caudatum. FEMS Microbiology Letters 359, 16–18.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora recta	NCBI:txid2989698	NCBI:txid2989698|WD:Q126741152|PPSDB:Q1546	micronucleus	GO:0031040	10.1016/S0932-4739(96)80072-1	Fokin, S. I., Brigge, T., Brenner, J. and Görtz, H.-D. (1996). Holospora species infecting the nuclei of Paramecium appear to belong into two groups of bacteria. European Journal of Protistology 32, 19–24.
	support	Paramecium caudatum	NCBI:txid5885	NCBI:txid5885|WD:Q2706492|PPSDB:Q488	host of		Holospora undulata	NCBI:txid1169117	NCBI:txid1169117|WD:Q62889229|PPSDB:Q1544	micronucleus	GO:0031040	10.1111/1574-6968.12577	Dohra, H., Tanaka, K., Suzuki, T., Fujishima, M. and Suzuki, H. (2014). Draft genome sequences of threeHolosporaspecies (Holospora obtusa,Holospora undulata, andHolospora elegans), endonuclear symbiotic bacteria of the ciliateParamecium caudatum. FEMS Microbiology Letters 359, 16–18.
